time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
11,50,-59.3292402,0,-59.3292402,6,Medium,Frequency drift,0.933,5000,"[ 1.30730955e-06  1.14680079e-07  1.14680079e-07  1.30730955e-06
  0.00000000e+00 -3.12345673e-08  3.12345673e-08  0.00000000e+00]","[ 1.64488101e-06  1.44292593e-07  1.44292593e-07  1.64488101e-06
  0.00000000e+00 -3.92999093e-08  3.92999093e-08  0.00000000e+00]","[ 1.30796372e-06  1.14737464e-07  1.14737464e-07  1.30796372e-06
  0.00000000e+00 -3.12501969e-08  3.12501969e-08  0.00000000e+00]","[array([ 1.30730955e-06,  1.14680079e-07,  1.14680079e-07,  1.30730955e-06,
        0.00000000e+00, -3.12345673e-08,  3.12345673e-08,  0.00000000e+00]), array([ 1.30730955e-06,  1.14680079e-07,  1.14680079e-07,  1.30730955e-06,
        0.00000000e+00, -3.12345673e-08,  3.12345673e-08,  0.00000000e+00]), array([ 1.30730955e-06,  1.14680079e-07,  1.14680079e-07,  1.30730955e-06,
        0.00000000e+00, -3.12345673e-08,  3.12345673e-08,  0.00000000e+00]), array([ 1.30730955e-06,  1.14680079e-07,  1.14680079e-07,  1.30730955e-06,
        0.00000000e+00, -3.12345673e-08,  3.12345673e-08,  0.00000000e+00])]","[array([ 1.64488101e-06,  1.44292593e-07,  1.44292593e-07,  1.64488101e-06,
        0.00000000e+00, -3.92999093e-08,  3.92999093e-08,  0.00000000e+00]), array([ 1.64488101e-06,  1.44292593e-07,  1.44292593e-07,  1.64488101e-06,
        0.00000000e+00, -3.92999093e-08,  3.92999093e-08,  0.00000000e+00]), array([ 1.64488101e-06,  1.44292593e-07,  1.44292593e-07,  1.64488101e-06,
        0.00000000e+00, -3.92999093e-08,  3.92999093e-08,  0.00000000e+00]), array([ 1.64488101e-06,  1.44292593e-07,  1.44292593e-07,  1.64488101e-06,
        0.00000000e+00, -3.92999093e-08,  3.92999093e-08,  0.00000000e+00])]","[array([ 1.30796372e-06,  1.14737464e-07,  1.14737464e-07,  1.30796372e-06,
        0.00000000e+00, -3.12501969e-08,  3.12501969e-08,  0.00000000e+00]), array([ 1.30796372e-06,  1.14737464e-07,  1.14737464e-07,  1.30796372e-06,
        0.00000000e+00, -3.12501969e-08,  3.12501969e-08,  0.00000000e+00]), array([ 1.30796372e-06,  1.14737464e-07,  1.14737464e-07,  1.30796372e-06,
        0.00000000e+00, -3.12501969e-08,  3.12501969e-08,  0.00000000e+00]), array([ 1.30796372e-06,  1.14737464e-07,  1.14737464e-07,  1.30796372e-06,
        0.00000000e+00, -3.12501969e-08,  3.12501969e-08,  0.00000000e+00])]"
12,18,-69.08784819,0,-69.08784819,11,Medium,Frequency drift,1.048,1800,"[ 1.40105505e-07  1.22903642e-08  1.22903642e-08  1.40105505e-07
  0.00000000e+00 -3.34743585e-09  3.34743585e-09  0.00000000e+00]","[ 1.55285109e-07  1.36219526e-08  1.36219526e-08  1.55285109e-07
  0.00000000e+00 -3.71011075e-09  3.71011075e-09  0.00000000e+00]","[ 1.62585586e-07  1.42623665e-08  1.42623665e-08  1.62585586e-07
  0.00000000e+00 -3.88453557e-09  3.88453557e-09  0.00000000e+00]","[array([ 1.40105505e-07,  1.22903642e-08,  1.22903642e-08,  1.40105505e-07,
        0.00000000e+00, -3.34743585e-09,  3.34743585e-09,  0.00000000e+00]), array([ 1.40105505e-07,  1.22903642e-08,  1.22903642e-08,  1.40105505e-07,
        0.00000000e+00, -3.34743585e-09,  3.34743585e-09,  0.00000000e+00]), array([ 1.40105505e-07,  1.22903642e-08,  1.22903642e-08,  1.40105505e-07,
        0.00000000e+00, -3.34743585e-09,  3.34743585e-09,  0.00000000e+00]), array([ 1.40105505e-07,  1.22903642e-08,  1.22903642e-08,  1.40105505e-07,
        0.00000000e+00, -3.34743585e-09,  3.34743585e-09,  0.00000000e+00])]","[array([ 1.55285109e-07,  1.36219526e-08,  1.36219526e-08,  1.55285109e-07,
        0.00000000e+00, -3.71011075e-09,  3.71011075e-09,  0.00000000e+00]), array([ 1.55285109e-07,  1.36219526e-08,  1.36219526e-08,  1.55285109e-07,
        0.00000000e+00, -3.71011075e-09,  3.71011075e-09,  0.00000000e+00]), array([ 1.55285109e-07,  1.36219526e-08,  1.36219526e-08,  1.55285109e-07,
        0.00000000e+00, -3.71011075e-09,  3.71011075e-09,  0.00000000e+00]), array([ 1.55285109e-07,  1.36219526e-08,  1.36219526e-08,  1.55285109e-07,
        0.00000000e+00, -3.71011075e-09,  3.71011075e-09,  0.00000000e+00])]","[array([ 1.62585586e-07,  1.42623665e-08,  1.42623665e-08,  1.62585586e-07,
        0.00000000e+00, -3.88453557e-09,  3.88453557e-09,  0.00000000e+00]), array([ 1.62585586e-07,  1.42623665e-08,  1.42623665e-08,  1.62585586e-07,
        0.00000000e+00, -3.88453557e-09,  3.88453557e-09,  0.00000000e+00]), array([ 1.62585586e-07,  1.42623665e-08,  1.42623665e-08,  1.62585586e-07,
        0.00000000e+00, -3.88453557e-09,  3.88453557e-09,  0.00000000e+00]), array([ 1.62585586e-07,  1.42623665e-08,  1.42623665e-08,  1.62585586e-07,
        0.00000000e+00, -3.88453557e-09,  3.88453557e-09,  0.00000000e+00])]"
13,24,-43.36357583,0,-43.36357583,8,Long,Frequency drift,1.052,2400,"[ 7.51204996e-05  6.58973604e-06  6.58973604e-06  7.51204996e-05
  0.00000000e+00 -1.79479780e-06  1.79479780e-06  0.00000000e+00]","[ 5.85132870e-05  5.13291469e-06  5.13291469e-06  5.85132870e-05
  0.00000000e+00 -1.39801412e-06  1.39801412e-06  0.00000000e+00]","[ 6.90894406e-05  6.06067822e-06  6.06067822e-06  6.90894406e-05
  0.00000000e+00 -1.65070223e-06  1.65070223e-06  0.00000000e+00]","[array([ 7.51204996e-05,  6.58973604e-06,  6.58973604e-06,  7.51204996e-05,
        0.00000000e+00, -1.79479780e-06,  1.79479780e-06,  0.00000000e+00]), array([ 7.51204996e-05,  6.58973604e-06,  6.58973604e-06,  7.51204996e-05,
        0.00000000e+00, -1.79479780e-06,  1.79479780e-06,  0.00000000e+00]), array([ 7.51204996e-05,  6.58973604e-06,  6.58973604e-06,  7.51204996e-05,
        0.00000000e+00, -1.79479780e-06,  1.79479780e-06,  0.00000000e+00]), array([ 7.51204996e-05,  6.58973604e-06,  6.58973604e-06,  7.51204996e-05,
        0.00000000e+00, -1.79479780e-06,  1.79479780e-06,  0.00000000e+00])]","[array([ 5.85132870e-05,  5.13291469e-06,  5.13291469e-06,  5.85132870e-05,
        0.00000000e+00, -1.39801412e-06,  1.39801412e-06,  0.00000000e+00]), array([ 5.85132870e-05,  5.13291469e-06,  5.13291469e-06,  5.85132870e-05,
        0.00000000e+00, -1.39801412e-06,  1.39801412e-06,  0.00000000e+00]), array([ 5.85132870e-05,  5.13291469e-06,  5.13291469e-06,  5.85132870e-05,
        0.00000000e+00, -1.39801412e-06,  1.39801412e-06,  0.00000000e+00]), array([ 5.85132870e-05,  5.13291469e-06,  5.13291469e-06,  5.85132870e-05,
        0.00000000e+00, -1.39801412e-06,  1.39801412e-06,  0.00000000e+00])]","[array([ 6.90894406e-05,  6.06067822e-06,  6.06067822e-06,  6.90894406e-05,
        0.00000000e+00, -1.65070223e-06,  1.65070223e-06,  0.00000000e+00]), array([ 6.90894406e-05,  6.06067822e-06,  6.06067822e-06,  6.90894406e-05,
        0.00000000e+00, -1.65070223e-06,  1.65070223e-06,  0.00000000e+00]), array([ 6.90894406e-05,  6.06067822e-06,  6.06067822e-06,  6.90894406e-05,
        0.00000000e+00, -1.65070223e-06,  1.65070223e-06,  0.00000000e+00]), array([ 6.90894406e-05,  6.06067822e-06,  6.06067822e-06,  6.90894406e-05,
        0.00000000e+00, -1.65070223e-06,  1.65070223e-06,  0.00000000e+00])]"
14,35,-46.69680552,0,-46.69680552,5,Long,None,1.077,3500,"[ 2.51783857e-05  2.20870357e-06  2.20870357e-06  2.51783857e-05
  0.00000000e+00 -6.01568302e-07  6.01568302e-07  0.00000000e+00]","[ 2.77195930e-05  2.43162388e-06  2.43162388e-06  2.77195930e-05
  0.00000000e+00 -6.62283463e-07  6.62283463e-07  0.00000000e+00]","[ 2.58111850e-05  2.26421412e-06  2.26421412e-06  2.58111850e-05
  0.00000000e+00 -6.16687301e-07  6.16687301e-07  0.00000000e+00]","[array([ 2.51783857e-05,  2.20870357e-06,  2.20870357e-06,  2.51783857e-05,
        0.00000000e+00, -6.01568302e-07,  6.01568302e-07,  0.00000000e+00]), array([ 2.51783857e-05,  2.20870357e-06,  2.20870357e-06,  2.51783857e-05,
        0.00000000e+00, -6.01568302e-07,  6.01568302e-07,  0.00000000e+00]), array([ 2.51783857e-05,  2.20870357e-06,  2.20870357e-06,  2.51783857e-05,
        0.00000000e+00, -6.01568302e-07,  6.01568302e-07,  0.00000000e+00]), array([ 2.51783857e-05,  2.20870357e-06,  2.20870357e-06,  2.51783857e-05,
        0.00000000e+00, -6.01568302e-07,  6.01568302e-07,  0.00000000e+00])]","[array([ 2.77195930e-05,  2.43162388e-06,  2.43162388e-06,  2.77195930e-05,
        0.00000000e+00, -6.62283463e-07,  6.62283463e-07,  0.00000000e+00]), array([ 2.77195930e-05,  2.43162388e-06,  2.43162388e-06,  2.77195930e-05,
        0.00000000e+00, -6.62283463e-07,  6.62283463e-07,  0.00000000e+00]), array([ 2.77195930e-05,  2.43162388e-06,  2.43162388e-06,  2.77195930e-05,
        0.00000000e+00, -6.62283463e-07,  6.62283463e-07,  0.00000000e+00]), array([ 2.77195930e-05,  2.43162388e-06,  2.43162388e-06,  2.77195930e-05,
        0.00000000e+00, -6.62283463e-07,  6.62283463e-07,  0.00000000e+00])]","[array([ 2.58111850e-05,  2.26421412e-06,  2.26421412e-06,  2.58111850e-05,
        0.00000000e+00, -6.16687301e-07,  6.16687301e-07,  0.00000000e+00]), array([ 2.58111850e-05,  2.26421412e-06,  2.26421412e-06,  2.58111850e-05,
        0.00000000e+00, -6.16687301e-07,  6.16687301e-07,  0.00000000e+00]), array([ 2.58111850e-05,  2.26421412e-06,  2.26421412e-06,  2.58111850e-05,
        0.00000000e+00, -6.16687301e-07,  6.16687301e-07,  0.00000000e+00]), array([ 2.58111850e-05,  2.26421412e-06,  2.26421412e-06,  2.58111850e-05,
        0.00000000e+00, -6.16687301e-07,  6.16687301e-07,  0.00000000e+00])]"
15,18,-87.73906649,1,-87.73906649,8,Short,None,1.097,1800,"[ 2.35580888e-09  2.06656755e-10  2.06656755e-10  2.35580888e-09
  0.00000000e+00 -5.62855763e-11  5.62855763e-11  0.00000000e+00]","[ 2.44512079e-09  2.14491393e-10  2.14491393e-10  2.44512079e-09
  0.00000000e+00 -5.84194389e-11  5.84194389e-11  0.00000000e+00]","[ 2.46566485e-09  2.16293563e-10  2.16293563e-10  2.46566485e-09
  0.00000000e+00 -5.89102826e-11  5.89102826e-11  0.00000000e+00]","[array([ 2.35580888e-09,  2.06656755e-10,  2.06656755e-10,  2.35580888e-09,
        0.00000000e+00, -5.62855763e-11,  5.62855763e-11,  0.00000000e+00]), array([ 2.35580888e-09,  2.06656755e-10,  2.06656755e-10,  2.35580888e-09,
        0.00000000e+00, -5.62855763e-11,  5.62855763e-11,  0.00000000e+00]), array([ 2.35580888e-09,  2.06656755e-10,  2.06656755e-10,  2.35580888e-09,
        0.00000000e+00, -5.62855763e-11,  5.62855763e-11,  0.00000000e+00]), array([ 2.35580888e-09,  2.06656755e-10,  2.06656755e-10,  2.35580888e-09,
        0.00000000e+00, -5.62855763e-11,  5.62855763e-11,  0.00000000e+00])]","[array([ 2.44512079e-09,  2.14491393e-10,  2.14491393e-10,  2.44512079e-09,
        0.00000000e+00, -5.84194389e-11,  5.84194389e-11,  0.00000000e+00]), array([ 2.44512079e-09,  2.14491393e-10,  2.14491393e-10,  2.44512079e-09,
        0.00000000e+00, -5.84194389e-11,  5.84194389e-11,  0.00000000e+00]), array([ 2.44512079e-09,  2.14491393e-10,  2.14491393e-10,  2.44512079e-09,
        0.00000000e+00, -5.84194389e-11,  5.84194389e-11,  0.00000000e+00]), array([ 2.44512079e-09,  2.14491393e-10,  2.14491393e-10,  2.44512079e-09,
        0.00000000e+00, -5.84194389e-11,  5.84194389e-11,  0.00000000e+00])]","[array([ 2.46566485e-09,  2.16293563e-10,  2.16293563e-10,  2.46566485e-09,
        0.00000000e+00, -5.89102826e-11,  5.89102826e-11,  0.00000000e+00]), array([ 2.46566485e-09,  2.16293563e-10,  2.16293563e-10,  2.46566485e-09,
        0.00000000e+00, -5.89102826e-11,  5.89102826e-11,  0.00000000e+00]), array([ 2.46566485e-09,  2.16293563e-10,  2.16293563e-10,  2.46566485e-09,
        0.00000000e+00, -5.89102826e-11,  5.89102826e-11,  0.00000000e+00]), array([ 2.46566485e-09,  2.16293563e-10,  2.16293563e-10,  2.46566485e-09,
        0.00000000e+00, -5.89102826e-11,  5.89102826e-11,  0.00000000e+00])]"
16,18,-88.68165128,0,-88.68165128,12,Short,None,1.092,1800,"[ 1.80020989e-09  1.57918385e-10  1.57918385e-10  1.80020989e-09
  0.00000000e+00 -4.30110659e-11  4.30110659e-11  0.00000000e+00]","[ 1.74055397e-09  1.52685236e-10  1.52685236e-10  1.74055397e-09
  0.00000000e+00 -4.15857516e-11  4.15857516e-11  0.00000000e+00]","[ 1.68403509e-09  1.47727275e-10  1.47727275e-10  1.68403509e-09
  0.00000000e+00 -4.02353884e-11  4.02353884e-11  0.00000000e+00]","[array([ 1.80020989e-09,  1.57918385e-10,  1.57918385e-10,  1.80020989e-09,
        0.00000000e+00, -4.30110659e-11,  4.30110659e-11,  0.00000000e+00]), array([ 1.80020989e-09,  1.57918385e-10,  1.57918385e-10,  1.80020989e-09,
        0.00000000e+00, -4.30110659e-11,  4.30110659e-11,  0.00000000e+00]), array([ 1.80020989e-09,  1.57918385e-10,  1.57918385e-10,  1.80020989e-09,
        0.00000000e+00, -4.30110659e-11,  4.30110659e-11,  0.00000000e+00]), array([ 1.80020989e-09,  1.57918385e-10,  1.57918385e-10,  1.80020989e-09,
        0.00000000e+00, -4.30110659e-11,  4.30110659e-11,  0.00000000e+00])]","[array([ 1.74055397e-09,  1.52685236e-10,  1.52685236e-10,  1.74055397e-09,
        0.00000000e+00, -4.15857516e-11,  4.15857516e-11,  0.00000000e+00]), array([ 1.74055397e-09,  1.52685236e-10,  1.52685236e-10,  1.74055397e-09,
        0.00000000e+00, -4.15857516e-11,  4.15857516e-11,  0.00000000e+00]), array([ 1.74055397e-09,  1.52685236e-10,  1.52685236e-10,  1.74055397e-09,
        0.00000000e+00, -4.15857516e-11,  4.15857516e-11,  0.00000000e+00]), array([ 1.74055397e-09,  1.52685236e-10,  1.52685236e-10,  1.74055397e-09,
        0.00000000e+00, -4.15857516e-11,  4.15857516e-11,  0.00000000e+00])]","[array([ 1.68403509e-09,  1.47727275e-10,  1.47727275e-10,  1.68403509e-09,
        0.00000000e+00, -4.02353884e-11,  4.02353884e-11,  0.00000000e+00]), array([ 1.68403509e-09,  1.47727275e-10,  1.47727275e-10,  1.68403509e-09,
        0.00000000e+00, -4.02353884e-11,  4.02353884e-11,  0.00000000e+00]), array([ 1.68403509e-09,  1.47727275e-10,  1.47727275e-10,  1.68403509e-09,
        0.00000000e+00, -4.02353884e-11,  4.02353884e-11,  0.00000000e+00]), array([ 1.68403509e-09,  1.47727275e-10,  1.47727275e-10,  1.68403509e-09,
        0.00000000e+00, -4.02353884e-11,  4.02353884e-11,  0.00000000e+00])]"
17,35,-71.17683166,1,-71.17683166,8,Medium,Frequency drift,1.061,3500,"[ 9.85626432e-08  8.64613261e-09  8.64613261e-09  9.85626432e-08
  0.00000000e+00 -2.35488337e-09  2.35488337e-09  0.00000000e+00]","[ 1.15975457e-07  1.01736230e-08  1.01736230e-08  1.15975457e-07
  0.00000000e+00 -2.77091467e-09  2.77091467e-09  0.00000000e+00]","[ 1.23300339e-07  1.08161779e-08  1.08161779e-08  1.23300339e-07
  0.00000000e+00 -2.94592259e-09  2.94592259e-09  0.00000000e+00]","[array([ 9.85626432e-08,  8.64613261e-09,  8.64613261e-09,  9.85626432e-08,
        0.00000000e+00, -2.35488337e-09,  2.35488337e-09,  0.00000000e+00]), array([ 9.85626432e-08,  8.64613261e-09,  8.64613261e-09,  9.85626432e-08,
        0.00000000e+00, -2.35488337e-09,  2.35488337e-09,  0.00000000e+00]), array([ 9.85626432e-08,  8.64613261e-09,  8.64613261e-09,  9.85626432e-08,
        0.00000000e+00, -2.35488337e-09,  2.35488337e-09,  0.00000000e+00]), array([ 9.85626432e-08,  8.64613261e-09,  8.64613261e-09,  9.85626432e-08,
        0.00000000e+00, -2.35488337e-09,  2.35488337e-09,  0.00000000e+00])]","[array([ 1.15975457e-07,  1.01736230e-08,  1.01736230e-08,  1.15975457e-07,
        0.00000000e+00, -2.77091467e-09,  2.77091467e-09,  0.00000000e+00]), array([ 1.15975457e-07,  1.01736230e-08,  1.01736230e-08,  1.15975457e-07,
        0.00000000e+00, -2.77091467e-09,  2.77091467e-09,  0.00000000e+00]), array([ 1.15975457e-07,  1.01736230e-08,  1.01736230e-08,  1.15975457e-07,
        0.00000000e+00, -2.77091467e-09,  2.77091467e-09,  0.00000000e+00]), array([ 1.15975457e-07,  1.01736230e-08,  1.01736230e-08,  1.15975457e-07,
        0.00000000e+00, -2.77091467e-09,  2.77091467e-09,  0.00000000e+00])]","[array([ 1.23300339e-07,  1.08161779e-08,  1.08161779e-08,  1.23300339e-07,
        0.00000000e+00, -2.94592259e-09,  2.94592259e-09,  0.00000000e+00]), array([ 1.23300339e-07,  1.08161779e-08,  1.08161779e-08,  1.23300339e-07,
        0.00000000e+00, -2.94592259e-09,  2.94592259e-09,  0.00000000e+00]), array([ 1.23300339e-07,  1.08161779e-08,  1.08161779e-08,  1.23300339e-07,
        0.00000000e+00, -2.94592259e-09,  2.94592259e-09,  0.00000000e+00]), array([ 1.23300339e-07,  1.08161779e-08,  1.08161779e-08,  1.23300339e-07,
        0.00000000e+00, -2.94592259e-09,  2.94592259e-09,  0.00000000e+00])]"
18,35,-49.47233346,1,-49.47233346,7,Long,Frequency drift,1.065,3500,"[ 1.83551797e-05  1.61015688e-06  1.61015688e-06  1.83551797e-05
  0.00000000e+00 -4.38546553e-07  4.38546553e-07  0.00000000e+00]","[ 1.49629351e-05  1.31258169e-06  1.31258169e-06  1.49629351e-05
  0.00000000e+00 -3.57498195e-07  3.57498195e-07  0.00000000e+00]","[ 1.83253661e-05  1.60754157e-06  1.60754157e-06  1.83253661e-05
  0.00000000e+00 -4.37834241e-07  4.37834241e-07  0.00000000e+00]","[array([ 1.83551797e-05,  1.61015688e-06,  1.61015688e-06,  1.83551797e-05,
        0.00000000e+00, -4.38546553e-07,  4.38546553e-07,  0.00000000e+00]), array([ 1.83551797e-05,  1.61015688e-06,  1.61015688e-06,  1.83551797e-05,
        0.00000000e+00, -4.38546553e-07,  4.38546553e-07,  0.00000000e+00]), array([ 1.83551797e-05,  1.61015688e-06,  1.61015688e-06,  1.83551797e-05,
        0.00000000e+00, -4.38546553e-07,  4.38546553e-07,  0.00000000e+00]), array([ 1.83551797e-05,  1.61015688e-06,  1.61015688e-06,  1.83551797e-05,
        0.00000000e+00, -4.38546553e-07,  4.38546553e-07,  0.00000000e+00])]","[array([ 1.49629351e-05,  1.31258169e-06,  1.31258169e-06,  1.49629351e-05,
        0.00000000e+00, -3.57498195e-07,  3.57498195e-07,  0.00000000e+00]), array([ 1.49629351e-05,  1.31258169e-06,  1.31258169e-06,  1.49629351e-05,
        0.00000000e+00, -3.57498195e-07,  3.57498195e-07,  0.00000000e+00]), array([ 1.49629351e-05,  1.31258169e-06,  1.31258169e-06,  1.49629351e-05,
        0.00000000e+00, -3.57498195e-07,  3.57498195e-07,  0.00000000e+00]), array([ 1.49629351e-05,  1.31258169e-06,  1.31258169e-06,  1.49629351e-05,
        0.00000000e+00, -3.57498195e-07,  3.57498195e-07,  0.00000000e+00])]","[array([ 1.83253661e-05,  1.60754157e-06,  1.60754157e-06,  1.83253661e-05,
        0.00000000e+00, -4.37834241e-07,  4.37834241e-07,  0.00000000e+00]), array([ 1.83253661e-05,  1.60754157e-06,  1.60754157e-06,  1.83253661e-05,
        0.00000000e+00, -4.37834241e-07,  4.37834241e-07,  0.00000000e+00]), array([ 1.83253661e-05,  1.60754157e-06,  1.60754157e-06,  1.83253661e-05,
        0.00000000e+00, -4.37834241e-07,  4.37834241e-07,  0.00000000e+00]), array([ 1.83253661e-05,  1.60754157e-06,  1.60754157e-06,  1.83253661e-05,
        0.00000000e+00, -4.37834241e-07,  4.37834241e-07,  0.00000000e+00])]"
19,18,-40.63619353,1,-40.63619353,4,Long,None,1.035,1800,"[ 9.62189888e-05  8.44054208e-06  8.44054208e-06  9.62189888e-05
  0.00000000e+00 -2.29888820e-06  2.29888820e-06  0.00000000e+00]","[ 9.83515849e-05  8.62761812e-06  8.62761812e-06  9.83515849e-05
  0.00000000e+00 -2.34984072e-06  2.34984072e-06  0.00000000e+00]","[ 1.09184731e-04  9.57792565e-06  9.57792565e-06  1.09184731e-04
  0.00000000e+00 -2.60866897e-06  2.60866897e-06  0.00000000e+00]","[array([ 9.62189888e-05,  8.44054208e-06,  8.44054208e-06,  9.62189888e-05,
        0.00000000e+00, -2.29888820e-06,  2.29888820e-06,  0.00000000e+00]), array([ 9.62189888e-05,  8.44054208e-06,  8.44054208e-06,  9.62189888e-05,
        0.00000000e+00, -2.29888820e-06,  2.29888820e-06,  0.00000000e+00]), array([ 9.62189888e-05,  8.44054208e-06,  8.44054208e-06,  9.62189888e-05,
        0.00000000e+00, -2.29888820e-06,  2.29888820e-06,  0.00000000e+00]), array([ 9.62189888e-05,  8.44054208e-06,  8.44054208e-06,  9.62189888e-05,
        0.00000000e+00, -2.29888820e-06,  2.29888820e-06,  0.00000000e+00])]","[array([ 9.83515849e-05,  8.62761812e-06,  8.62761812e-06,  9.83515849e-05,
        0.00000000e+00, -2.34984072e-06,  2.34984072e-06,  0.00000000e+00]), array([ 9.83515849e-05,  8.62761812e-06,  8.62761812e-06,  9.83515849e-05,
        0.00000000e+00, -2.34984072e-06,  2.34984072e-06,  0.00000000e+00]), array([ 9.83515849e-05,  8.62761812e-06,  8.62761812e-06,  9.83515849e-05,
        0.00000000e+00, -2.34984072e-06,  2.34984072e-06,  0.00000000e+00]), array([ 9.83515849e-05,  8.62761812e-06,  8.62761812e-06,  9.83515849e-05,
        0.00000000e+00, -2.34984072e-06,  2.34984072e-06,  0.00000000e+00])]","[array([ 1.09184731e-04,  9.57792565e-06,  9.57792565e-06,  1.09184731e-04,
        0.00000000e+00, -2.60866897e-06,  2.60866897e-06,  0.00000000e+00]), array([ 1.09184731e-04,  9.57792565e-06,  9.57792565e-06,  1.09184731e-04,
        0.00000000e+00, -2.60866897e-06,  2.60866897e-06,  0.00000000e+00]), array([ 1.09184731e-04,  9.57792565e-06,  9.57792565e-06,  1.09184731e-04,
        0.00000000e+00, -2.60866897e-06,  2.60866897e-06,  0.00000000e+00]), array([ 1.09184731e-04,  9.57792565e-06,  9.57792565e-06,  1.09184731e-04,
        0.00000000e+00, -2.60866897e-06,  2.60866897e-06,  0.00000000e+00])]"
20,35,-82.47915544,0,-82.47915544,12,Short,Frequency drift,1.045,3500,"[ 8.35437658e-09  7.32864354e-10  7.32864354e-10  8.35437658e-09
  0.00000000e+00 -1.99604859e-10  1.99604859e-10  0.00000000e+00]","[ 8.77159731e-09  7.69463877e-10  7.69463877e-10  8.77159731e-09
  0.00000000e+00 -2.09573201e-10  2.09573201e-10  0.00000000e+00]","[ 6.93059787e-09  6.07967343e-10  6.07967343e-10  6.93059787e-09
  0.00000000e+00 -1.65587581e-10  1.65587581e-10  0.00000000e+00]","[array([ 8.35437658e-09,  7.32864354e-10,  7.32864354e-10,  8.35437658e-09,
        0.00000000e+00, -1.99604859e-10,  1.99604859e-10,  0.00000000e+00]), array([ 8.35437658e-09,  7.32864354e-10,  7.32864354e-10,  8.35437658e-09,
        0.00000000e+00, -1.99604859e-10,  1.99604859e-10,  0.00000000e+00]), array([ 8.35437658e-09,  7.32864354e-10,  7.32864354e-10,  8.35437658e-09,
        0.00000000e+00, -1.99604859e-10,  1.99604859e-10,  0.00000000e+00]), array([ 8.35437658e-09,  7.32864354e-10,  7.32864354e-10,  8.35437658e-09,
        0.00000000e+00, -1.99604859e-10,  1.99604859e-10,  0.00000000e+00])]","[array([ 8.77159731e-09,  7.69463877e-10,  7.69463877e-10,  8.77159731e-09,
        0.00000000e+00, -2.09573201e-10,  2.09573201e-10,  0.00000000e+00]), array([ 8.77159731e-09,  7.69463877e-10,  7.69463877e-10,  8.77159731e-09,
        0.00000000e+00, -2.09573201e-10,  2.09573201e-10,  0.00000000e+00]), array([ 8.77159731e-09,  7.69463877e-10,  7.69463877e-10,  8.77159731e-09,
        0.00000000e+00, -2.09573201e-10,  2.09573201e-10,  0.00000000e+00]), array([ 8.77159731e-09,  7.69463877e-10,  7.69463877e-10,  8.77159731e-09,
        0.00000000e+00, -2.09573201e-10,  2.09573201e-10,  0.00000000e+00])]","[array([ 6.93059787e-09,  6.07967343e-10,  6.07967343e-10,  6.93059787e-09,
        0.00000000e+00, -1.65587581e-10,  1.65587581e-10,  0.00000000e+00]), array([ 6.93059787e-09,  6.07967343e-10,  6.07967343e-10,  6.93059787e-09,
        0.00000000e+00, -1.65587581e-10,  1.65587581e-10,  0.00000000e+00]), array([ 6.93059787e-09,  6.07967343e-10,  6.07967343e-10,  6.93059787e-09,
        0.00000000e+00, -1.65587581e-10,  1.65587581e-10,  0.00000000e+00]), array([ 6.93059787e-09,  6.07967343e-10,  6.07967343e-10,  6.93059787e-09,
        0.00000000e+00, -1.65587581e-10,  1.65587581e-10,  0.00000000e+00])]"
